customer_id,gender,age,senior_citizen,senior_label,married,number_of_dependents,number_of_referrals,tenure_in_months,tenure_group,offer,internet_service,internet_type,contract,payment_method,paperless_billing,monthly_charge,monthly_charge_group,total_charges,total_revenue,satisfaction_score,churn_label,churn_flag,churn_probability,predicted_churn,predicted_churn_flag,risk_level,prediction_result_type,revenue_at_risk,expected_annual_loss,high_risk_revenue,internet_contract_segment,senior_payment_segment,action_segment,recommended_action
8541-QVFKM,Female,22,No,,No,0,0,8,7-12 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,73.5,High,632.2,770.6,3,No,0,0.6129608935920952,Yes,1,Medium Risk,False Positive,45.052625679018995,540.6315081482279,0.0,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
9258-CNWAC,Female,23,No,,Yes,2,2,71,49-72 months,Offer A,Yes,Fiber Optic,Two Year,Credit Card,No,113.65,Very High,8166.8,8473.52,4,No,0,0.01363847678931234,No,0,Low Risk,True Negative,1.5500128871053476,18.60015464526417,0.0,Fiber Optic + Two Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history"
6374-AFWOX,Male,23,No,,Yes,0,3,46,25-48 months,,Yes,Cable,Two Year,Credit Card,No,65.65,High,3047.15,5195.81,4,No,0,0.00520412878621346,No,0,Low Risk,True Negative,0.3416510548149137,4.099812657778965,0.0,Cable + Two Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
5317-FLPJF,Female,25,No,,No,0,0,66,49-72 months,Offer A,Yes,DSL,Two Year,Bank Withdrawal,Yes,61.35,Medium,4193.4,4323.4,3,No,0,0.07247330812935246,No,0,Low Risk,True Negative,4.446237453735773,53.354849444829284,0.0,DSL + Two Year,nan + Bank Withdrawal,Low Priority,Encourage a more stable or convenient payment method
7621-VPNET,Female,60,No,,Yes,0,8,42,25-48 months,,Yes,Fiber Optic,Month-to-Month,Credit Card,Yes,85.9,High,3729.75,4594.11,3,No,0,0.056087780358640676,No,0,Low Risk,True Negative,4.817940332807234,57.81528399368681,0.0,Fiber Optic + Month-to-Month,nan + Credit Card,Low Priority,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history"
6034-YMTOB,Female,62,No,,No,0,0,5,0-6 months,,Yes,Fiber Optic,Month-to-Month,Credit Card,Yes,75.65,High,399.45,548.2,5,No,0,0.5828717215139112,Yes,1,Medium Risk,False Positive,44.09424573252738,529.1309487903286,0.0,Fiber Optic + Month-to-Month,nan + Credit Card,Monitor: Month-to-Month,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Apply early-life retention follow-up"
4903-CNOZC,Male,25,No,,No,0,0,29,25-48 months,Offer C,Yes,DSL,One Year,Credit Card,No,70.9,High,1964.6,2800.67,4,No,0,0.040807578077788835,No,0,Low Risk,True Negative,2.8932572857152286,34.71908742858274,0.0,DSL + One Year,nan + Credit Card,Low Priority,Offer a trial premium support package
4353-HYOJD,Female,37,No,,Yes,5,5,27,25-48 months,Offer C,Yes,DSL,Month-to-Month,Credit Card,No,49.85,Medium,1336.15,1857.79,3,No,0,0.0020678542256277804,No,0,Low Risk,True Negative,0.10308253314754486,1.2369903977705383,0.0,DSL + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package
7267-FRMJW,Female,25,No,,Yes,3,1,25,25-48 months,Offer C,No,,Two Year,Credit Card,No,20.1,Low,486.05,600.3,3,No,0,0.0016213190536755026,No,0,Low Risk,True Negative,0.032588512978877604,0.39106215574653125,0.0,None + Two Year,nan + Credit Card,Low Priority,Offer a trial premium support package
4188-FRABG,Male,36,No,,Yes,0,4,57,49-72 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,103.05,Very High,5925.75,7737.78,4,No,0,0.15902506151103296,No,0,Low Risk,True Negative,16.387532588711945,196.65039106454333,0.0,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Low Priority,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method"
0620-DLSLK,Female,47,No,,No,0,0,13,13-24 months,,Yes,Fiber Optic,Month-to-Month,Credit Card,Yes,81.9,High,1028.9,1473.24,3,No,0,0.6575967357193675,Yes,1,Medium Risk,False Positive,53.8571726554162,646.2860718649944,0.0,Fiber Optic + Month-to-Month,nan + Credit Card,Monitor: Month-to-Month,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package"
3850-OKINF,Male,42,No,,Yes,3,0,71,49-72 months,Offer A,Yes,DSL,One Year,Bank Withdrawal,Yes,66.2,High,4692.55,7321.68,3,No,0,0.1119793235004067,No,0,Low Risk,True Negative,7.413031215726924,88.95637458872308,0.0,DSL + One Year,nan + Bank Withdrawal,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method
1156-ZFYDO,Female,57,No,,No,0,0,1,0-6 months,,No,,Month-to-Month,Bank Withdrawal,No,19.75,Low,19.75,57.37,3,No,0,0.3000355972035264,Yes,1,Medium Risk,False Positive,5.925703044769646,71.10843653723575,0.0,None + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
7577-SWIFR,Male,49,No,,No,0,0,1,0-6 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,89.25,High,89.25,105.89,5,No,0,0.8037188363731289,Yes,1,High Risk,False Positive,71.73190614630175,860.782873755621,89.25,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
0303-WMMRN,Male,32,No,,No,0,0,5,0-6 months,,No,,Month-to-Month,Credit Card,Yes,19.25,Low,86.05,191.1,3,No,0,0.16894270222436142,No,0,Low Risk,True Negative,3.2521470178189573,39.025764213827486,0.0,None + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Apply early-life retention follow-up
6408-OTUBZ,Female,44,No,,No,0,0,66,49-72 months,Offer A,Yes,Fiber Optic,One Year,Bank Withdrawal,Yes,104.55,Very High,6779.05,7860.79,3,No,0,0.17368544921157286,No,0,Low Risk,True Negative,18.158813715069943,217.90576458083933,0.0,Fiber Optic + One Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method"
5204-HMGYF,Female,32,No,,Yes,2,4,49,49-72 months,,Yes,DSL,One Year,Credit Card,Yes,87.2,High,4345.0,5965.43,3,No,0,0.008571402407385907,No,0,Low Risk,True Negative,0.7474262899240511,8.969115479088615,0.0,DSL + One Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
3727-OVPRY,Male,32,No,,Yes,3,3,66,49-72 months,Offer A,No,,One Year,Credit Card,Yes,25.7,Low,1714.55,4541.99,4,No,0,0.008095142420768218,No,0,Low Risk,True Negative,0.2080451602137432,2.4965419225649184,0.0,None + One Year,nan + Credit Card,Low Priority,Offer a trial premium support package
3797-FKOGQ,Male,31,No,,No,2,0,11,7-12 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,No,86.2,High,893.2,987.44,5,No,0,0.3164656178230182,Yes,1,Medium Risk,False Positive,27.27933625634417,327.35203507613005,0.0,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
7622-NXQZR,Male,29,No,,No,0,0,28,25-48 months,Offer C,Yes,DSL,Month-to-Month,Credit Card,Yes,30.1,Low,810.85,810.85,4,No,0,0.18696854878980068,No,0,Low Risk,True Negative,5.627753318573001,67.53303982287602,0.0,DSL + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract
6196-HBOBZ,Male,31,No,,Yes,0,9,65,49-72 months,,Yes,Fiber Optic,Two Year,Bank Withdrawal,Yes,99.35,Very High,6347.55,8326.15,4,No,0,0.0013616752226970213,No,0,Low Risk,True Negative,0.13528243337494905,1.6233892004993886,0.0,Fiber Optic + Two Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
3970-XGJDU,Female,45,No,,No,0,0,62,49-72 months,,No,,Two Year,Credit Card,Yes,19.2,Low,1123.65,2613.51,4,No,0,0.004275106673993202,No,0,Low Risk,True Negative,0.08208204814066948,0.9849845776880337,0.0,None + Two Year,nan + Credit Card,Low Priority,Offer a trial premium support package
7017-VFULY,Female,38,No,,Yes,0,9,2,0-6 months,,No,,Month-to-Month,Bank Withdrawal,No,20.1,Low,43.15,108.87,3,No,0,0.016036861431907096,No,0,Low Risk,True Negative,0.32234091478133264,3.8680909773759917,0.0,None + Month-to-Month,nan + Bank Withdrawal,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
5562-YJQGT,Female,57,No,,No,0,0,2,0-6 months,,No,,Month-to-Month,Credit Card,No,20.35,Low,35.1,40.02,5,No,0,0.2352813399467814,No,0,Low Risk,True Negative,4.787975267917002,57.45570321500402,0.0,None + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Apply early-life retention follow-up
8807-OPMBM,Female,36,No,,Yes,3,1,55,49-72 months,Offer B,No,,Two Year,Credit Card,Yes,25.65,Low,1388.0,1467.2,5,No,0,0.002922566503960714,No,0,Low Risk,True Negative,0.0749638308265923,0.8995659699191076,0.0,None + Two Year,nan + Credit Card,Low Priority,Offer a trial premium support package
8294-UIMBA,Female,64,No,,No,0,0,30,25-48 months,,Yes,Fiber Optic,One Year,Bank Withdrawal,Yes,94.4,High,2638.1,2718.2,5,No,0,0.33218169207647336,Yes,1,Medium Risk,False Positive,31.357951732019085,376.295420784229,0.0,Fiber Optic + One Year,nan + Bank Withdrawal,Monitor,"Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method"
8109-YUOHE,Male,58,No,,No,0,0,17,13-24 months,,Yes,Cable,One Year,Credit Card,No,56.1,Medium,946.95,1566.94,3,No,0,0.06530827653105653,No,0,Low Risk,True Negative,3.6637943133922715,43.96553176070726,0.0,Cable + One Year,nan + Credit Card,Low Priority,Offer a trial premium support package
5840-NVDCG,Female,32,No,,Yes,1,10,16,13-24 months,,Yes,Cable,Two Year,Bank Withdrawal,No,68.25,High,1114.85,1436.77,3,No,0,0.0004077836340799705,No,0,Low Risk,True Negative,0.027831233025957986,0.33397479631149585,0.0,Cable + Two Year,nan + Bank Withdrawal,Low Priority,Encourage a more stable or convenient payment method
8092-NLTGF,Male,25,No,,No,0,0,72,49-72 months,Offer A,No,,Two Year,Bank Withdrawal,No,24.75,Low,1777.6,3886.48,5,No,0,0.012276620387818366,No,0,Low Risk,True Negative,0.30384635459850456,3.6461562551820546,0.0,None + Two Year,nan + Bank Withdrawal,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method
5928-QLDHB,Male,48,No,,No,0,0,9,7-12 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,76.25,High,684.85,997.6,5,No,0,0.7277918672818272,Yes,1,High Risk,False Positive,55.49412988023933,665.929558562872,76.25,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
9840-EFJQB,Female,43,No,,No,0,0,1,0-6 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,No,74.35,High,74.35,98.76,4,No,0,0.6141885577350591,Yes,1,Medium Risk,False Positive,45.66491926760164,547.9790312112196,0.0,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
0696-UKTOX,Male,64,No,,No,1,0,23,13-24 months,,Yes,Cable,Month-to-Month,Bank Withdrawal,No,54.15,Medium,1312.45,1545.65,4,No,0,0.17775735816623298,No,0,Low Risk,True Negative,9.625560944701515,115.50673133641818,0.0,Cable + Month-to-Month,nan + Bank Withdrawal,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Encourage a more stable or convenient payment method
4801-KFYKL,Male,28,No,,No,3,0,8,7-12 months,,No,,Month-to-Month,Bank Withdrawal,No,19.45,Low,159.2,174.79999999999998,5,No,0,0.03942406444118179,No,0,Low Risk,True Negative,0.7667980533809857,9.20157664057183,0.0,None + Month-to-Month,nan + Bank Withdrawal,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
3472-OAOOR,Male,23,No,,Yes,1,3,19,13-24 months,,Yes,Cable,Month-to-Month,Credit Card,Yes,34.95,Low,610.2,610.2,3,No,0,0.15070305057454658,No,0,Low Risk,True Negative,5.267071617580403,63.20485941096484,0.0,Cable + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package
6135-OZQVA,Female,46,No,,No,0,0,7,7-12 months,Offer E,Yes,Cable,Month-to-Month,Bank Withdrawal,Yes,53.65,Medium,404.35,687.29,4,No,0,0.5482804993349107,Yes,1,Medium Risk,False Positive,29.41524878931796,352.98298547181554,0.0,Cable + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
2252-JHJGE,Male,24,No,,No,0,0,61,49-72 months,Offer B,Yes,Fiber Optic,One Year,Bank Withdrawal,No,104.0,Very High,6363.45,9150.54,3,No,0,0.12063780858931406,No,0,Low Risk,True Negative,12.546332093288662,150.55598511946394,0.0,Fiber Optic + One Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
4188-PCPIG,Female,32,No,,Yes,0,1,57,49-72 months,Offer B,Yes,Cable,Two Year,Credit Card,Yes,70.35,High,4124.65,6860.65,3,No,0,0.018313418218267624,No,0,Low Risk,True Negative,1.2883489716551273,15.460187659861528,0.0,Cable + Two Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
7105-BENQF,Male,31,No,,No,3,0,15,13-24 months,,Yes,DSL,One Year,Credit Card,No,64.85,Medium,950.75,1606.1,4,No,0,0.01138436140135328,No,0,Low Risk,True Negative,0.7382758368777601,8.85931004253312,0.0,DSL + One Year,nan + Credit Card,Low Priority,Offer a trial premium support package
7721-DVEKZ,Female,42,No,,No,0,0,1,0-6 months,Offer E,No,,Month-to-Month,Credit Card,No,19.65,Low,19.65,43.32,3,No,0,0.24683767191521108,No,0,Low Risk,True Negative,4.850360253133897,58.20432303760677,0.0,None + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Apply early-life retention follow-up
3566-VVORZ,Female,39,No,,Yes,0,0,12,7-12 months,,Yes,DSL,Month-to-Month,Bank Withdrawal,No,45.9,Medium,505.95,875.4300000000001,3,No,0,0.6918662872008267,Yes,1,Medium Risk,False Positive,31.756662582517944,381.0799509902153,0.0,DSL + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
9507-HSMMZ,Male,48,No,,No,0,0,54,49-72 months,Offer B,No,,Two Year,Credit Card,No,20.0,Low,1149.65,2623.8500000000004,3,No,0,0.004239693387287574,No,0,Low Risk,True Negative,0.08479386774575147,1.0175264129490176,0.0,None + Two Year,nan + Credit Card,Low Priority,Offer a trial premium support package
2480-SQIOB,Male,40,No,,Yes,2,1,4,0-6 months,Offer E,Yes,DSL,Month-to-Month,Bank Withdrawal,No,44.8,Medium,169.65,273.25,5,No,0,0.39049223174337466,Yes,1,Medium Risk,False Positive,17.494051982103183,209.9286237852382,0.0,DSL + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
7813-TKCVO,Female,23,No,,Yes,0,1,20,13-24 months,,No,,One Year,Credit Card,No,20.35,Low,393.15,952.35,3,No,0,0.06440281885273871,No,0,Low Risk,True Negative,1.3105973636532329,15.727168363838794,0.0,None + One Year,nan + Credit Card,Low Priority,Offer a trial premium support package
0128-MKWSG,Female,51,No,,No,2,0,26,25-48 months,,Yes,DSL,Month-to-Month,Credit Card,No,45.8,Medium,1147.0,1147.0,4,No,0,0.0818298360128731,No,0,Low Risk,True Negative,3.7478064893895877,44.973677872675054,0.0,DSL + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract
4350-ZTLPI,Female,36,No,,Yes,0,1,53,49-72 months,Offer B,Yes,Fiber Optic,One Year,Bank Withdrawal,Yes,108.95,Very High,5718.2,6672.2,4,No,0,0.3469912150256518,Yes,1,Medium Risk,False Positive,37.804692877044765,453.65631452453715,0.0,Fiber Optic + One Year,nan + Bank Withdrawal,Monitor,"Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method"
0361-HJRDX,Female,38,No,,No,0,0,68,49-72 months,Offer A,Yes,DSL,Two Year,Credit Card,No,64.35,Medium,4539.6,4669.6,3,No,0,0.020660682779800658,No,0,Low Risk,True Negative,1.3295149368801722,15.954179242562066,0.0,DSL + Two Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
5727-MYATE,Male,64,No,,Yes,2,1,72,49-72 months,Offer A,Yes,DSL,Two Year,Credit Card,Yes,90.8,High,6397.6,7882.96,4,No,0,0.032236571780731624,No,0,Low Risk,True Negative,2.927080717690431,35.12496861228517,0.0,DSL + Two Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
3823-KYNQY,Male,61,No,,No,0,0,12,7-12 months,Offer D,No,,One Year,Credit Card,No,24.95,Low,280.4,587.24,5,No,0,0.04567685793198295,No,0,Low Risk,True Negative,1.1396376054029747,13.675651264835697,0.0,None + One Year,nan + Credit Card,Low Priority,Offer a trial premium support package | Apply early-life retention follow-up
7570-WELNY,Female,52,No,,Yes,0,1,68,49-72 months,Offer A,Yes,Fiber Optic,Two Year,Bank Withdrawal,Yes,84.7,High,5711.05,6246.21,3,No,0,0.1290712461466602,No,0,Low Risk,True Negative,10.932334548622121,131.18801458346545,0.0,Fiber Optic + Two Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
3021-VLNRJ,Female,25,No,,No,2,0,50,49-72 months,Offer B,Yes,DSL,One Year,Credit Card,Yes,70.8,High,3478.15,5354.150000000001,4,No,0,0.010118204821326712,No,0,Low Risk,True Negative,0.7163689013499311,8.596426816199173,0.0,DSL + One Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
6907-FLBER,Male,62,No,,No,0,0,1,0-6 months,Offer E,Yes,DSL,Month-to-Month,Bank Withdrawal,No,54.3,Medium,54.3,98.32,5,No,0,0.49360740833234795,Yes,1,Medium Risk,False Positive,26.802882272446492,321.6345872693579,0.0,DSL + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
5982-PSMKW,Female,20,No,,Yes,2,1,23,13-24 months,Offer D,Yes,Cable,Two Year,Credit Card,Yes,91.1,High,2198.3,2841.61,4,No,0,0.014999512025021243,No,0,Low Risk,True Negative,1.3664555454794352,16.397466545753222,0.0,Cable + Two Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
3507-GASNP,Male,49,No,,No,2,0,60,49-72 months,Offer B,No,,Two Year,Credit Card,No,19.95,Low,1189.9,2185.3,3,No,0,0.000932627542423896,No,0,Low Risk,True Negative,0.018605919471356723,0.22327103365628068,0.0,None + Two Year,nan + Credit Card,Low Priority,Offer a trial premium support package
7096-ZNBZI,Female,21,No,,Yes,0,1,72,49-72 months,Offer A,No,,Two Year,Credit Card,No,26.45,Low,1914.5,3514.34,4,No,0,0.01861864920920892,No,0,Low Risk,True Negative,0.4924632715835759,5.9095592590029105,0.0,None + Two Year,nan + Credit Card,Low Priority,Offer a trial premium support package
1676-MQAOA,Male,32,No,,No,0,0,72,49-72 months,Offer A,Yes,Cable,Two Year,Bank Withdrawal,Yes,75.1,High,5336.35,6418.51,3,No,0,0.019664700456279445,No,0,Low Risk,True Negative,1.4768190042665863,17.721828051199036,0.0,Cable + Two Year,nan + Bank Withdrawal,Low Priority,Encourage a more stable or convenient payment method
7566-DSRLQ,Female,54,No,,Yes,0,7,72,49-72 months,Offer A,Yes,Fiber Optic,Two Year,Bank Withdrawal,Yes,110.15,Very High,7998.8,8994.0,4,No,0,0.017369477092854538,No,0,Low Risk,True Negative,1.9132479017779274,22.95897482133513,0.0,Fiber Optic + Two Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method"
7245-JMTTQ,Female,19,No,,No,0,0,51,49-72 months,Offer B,Yes,Fiber Optic,One Year,Bank Withdrawal,Yes,111.5,Very High,5703.25,7936.54,4,No,0,0.252776398071929,No,0,Low Risk,True Negative,28.184568385020082,338.21482062024097,0.0,Fiber Optic + One Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method"
6050-IJRHS,Female,47,No,,Yes,1,2,70,49-72 months,Offer A,Yes,Fiber Optic,One Year,Bank Withdrawal,Yes,106.5,Very High,7397.0,7812.1,5,No,0,0.4126450947438395,Yes,1,Medium Risk,False Positive,43.946702590218905,527.3604310826269,0.0,Fiber Optic + One Year,nan + Bank Withdrawal,Monitor,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
6202-JVYEU,Male,28,No,,No,0,0,9,7-12 months,,No,,One Year,Bank Withdrawal,Yes,19.9,Low,164.6,200.78,4,No,0,0.09803046953345451,No,0,Low Risk,True Negative,1.9508063437157446,23.409676124588934,0.0,None + One Year,nan + Bank Withdrawal,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
8591-TKMZH,Male,40,No,,Yes,3,1,59,49-72 months,Offer B,Yes,Fiber Optic,Two Year,Credit Card,Yes,111.1,Very High,6555.2,9275.1,4,No,0,0.014194918152005484,No,0,Low Risk,True Negative,1.577055406687809,18.924664880253708,0.0,Fiber Optic + Two Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history"
0734-OXWBT,Male,44,No,,No,1,0,3,0-6 months,Offer E,Yes,Cable,Month-to-Month,Credit Card,No,70.7,High,225.65,300.77,3,No,0,0.35924649230586597,Yes,1,Medium Risk,False Positive,25.398727006024725,304.7847240722967,0.0,Cable + Month-to-Month,nan + Credit Card,Monitor: Month-to-Month,Offer an incentive to switch to a one-year or two-year contract | Apply early-life retention follow-up
0365-TRTPY,Female,52,No,,No,0,0,37,25-48 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,No,91.2,High,3382.3,3816.31,3,No,0,0.3431805710108588,Yes,1,Medium Risk,False Positive,31.298068076190322,375.5768169142839,0.0,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
7349-ALMUX,Male,35,No,,No,0,0,37,25-48 months,,Yes,Cable,Two Year,Bank Withdrawal,No,65.6,High,2313.8,3735.71,4,No,0,0.011964998346897739,No,0,Low Risk,True Negative,0.7849038915564917,9.4188466986779,0.0,Cable + Two Year,nan + Bank Withdrawal,Low Priority,Encourage a more stable or convenient payment method
6502-KUGLL,Female,29,No,,Yes,2,4,14,13-24 months,Offer D,Yes,DSL,Month-to-Month,Bank Withdrawal,No,59.45,Medium,780.85,1377.81,3,No,0,0.025434860222067847,No,0,Low Risk,True Negative,1.5121024402019336,18.1452292824232,0.0,DSL + Month-to-Month,nan + Bank Withdrawal,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Encourage a more stable or convenient payment method
1841-YSJGV,Male,58,No,,Yes,0,9,72,49-72 months,Offer A,Yes,Fiber Optic,Two Year,Credit Card,Yes,109.95,Very High,7852.4,10788.56,4,No,0,0.003320705609329764,No,0,Low Risk,True Negative,0.36511158174580755,4.381338980949691,0.0,Fiber Optic + Two Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history"
3511-BFTJW,Male,25,No,,Yes,3,8,72,49-72 months,Offer A,Yes,DSL,Two Year,Credit Card,No,38.5,Medium,2763.0,2763.0,4,No,0,0.00011416112259407108,No,0,Low Risk,True Negative,0.004395203219871737,0.05274243863846084,0.0,DSL + Two Year,nan + Credit Card,Low Priority,Offer a trial premium support package
5018-HEKFO,Female,51,No,,No,0,0,10,7-12 months,Offer D,No,,Month-to-Month,Credit Card,Yes,24.5,Low,270.15,440.25,3,No,0,0.19290231234751187,No,0,Low Risk,True Negative,4.726106652514041,56.71327983016849,0.0,None + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Apply early-life retention follow-up
2923-ARZLG,Male,38,No,,Yes,2,5,10,7-12 months,Offer E,No,,One Year,Credit Card,Yes,19.7,Low,197.54,659.8399999999999,5,No,0,0.00869226008707323,No,0,Low Risk,True Negative,0.17123752371534265,2.054850284584112,0.0,None + One Year,nan + Credit Card,Low Priority,Offer a trial premium support package | Apply early-life retention follow-up
3976-NLDEZ,Male,55,No,,No,0,0,1,0-6 months,Offer E,No,,Month-to-Month,Credit Card,No,20.6,Low,20.6,22.08,3,No,0,0.27440164170872466,No,0,Low Risk,True Negative,5.6526738191997286,67.83208583039675,0.0,None + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Apply early-life retention follow-up
2282-YGNOR,Female,42,No,,No,0,0,29,25-48 months,,Yes,DSL,One Year,Credit Card,No,58.0,Medium,1734.5,2153.84,3,No,0,0.027176087776871083,No,0,Low Risk,True Negative,1.5762130910585228,18.914557092702275,0.0,DSL + One Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
6854-EXGSF,Female,37,No,,No,0,0,8,7-12 months,Offer E,Yes,DSL,Month-to-Month,Bank Withdrawal,Yes,65.5,High,573.15,642.99,3,No,0,0.4273077342742951,Yes,1,Medium Risk,False Positive,27.98865659496633,335.86387913959595,0.0,DSL + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
